Year,Industry_aggregation_NZSIOC,Industry_name_NZSIOC,Units,Variable_code,Variable_name,Variable_category,Value,Industry_code_ANZSIC06
2018,Level 3,Transport Equipment Manufacturing,Dollars (millions),H29,Other assets,Financial position,223,ANZSIC06 groups C231 and C239
2018,Level 3,Transport Equipment Manufacturing,Dollars (millions),H30,Total equity and liabilities,Financial position,2537,ANZSIC06 groups C231 and C239
2018,Level 3,Transport Equipment Manufacturing,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,1173,ANZSIC06 groups C231 and C239
2018,Level 3,Transport Equipment Manufacturing,Dollars (millions),H32,Current liabilities,Financial position,946,ANZSIC06 groups C231 and C239
2018,Level 3,Transport Equipment Manufacturing,Dollars (millions),H33,Other liabilities,Financial position,418,ANZSIC06 groups C231 and C239
2018,Level 3,Transport Equipment Manufacturing,Dollars,H34,Total income per employee count,Financial ratios,294000,ANZSIC06 groups C231 and C239
2018,Level 3,Transport Equipment Manufacturing,Dollars,H35,Surplus per employee count,Financial ratios,24000,ANZSIC06 groups C231 and C239
2018,Level 3,Transport Equipment Manufacturing,Percentage,H36,Current ratio,Financial ratios,179,ANZSIC06 groups C231 and C239
2018,Level 3,Transport Equipment Manufacturing,Percentage,H37,Quick ratio,Financial ratios,104,ANZSIC06 groups C231 and C239
2018,Level 3,Transport Equipment Manufacturing,Percentage,H38,Margin on sales of goods for resale,Financial ratios,21,ANZSIC06 groups C231 and C239
2018,Level 3,Transport Equipment Manufacturing,Percentage,H39,Return on equity,Financial ratios,26,ANZSIC06 groups C231 and C239
2018,Level 3,Transport Equipment Manufacturing,Percentage,H40,Return on total assets,Financial ratios,12,ANZSIC06 groups C231 and C239
2018,Level 3,Transport Equipment Manufacturing,Percentage,H41,Liabilities structure,Financial ratios,46,ANZSIC06 groups C231 and C239
2018,Level 4,Transport Equipment Manufacturing,Dollars (millions),H01,Total income,Financial performance,3744,ANZSIC06 groups C231 and C239
2018,Level 4,Transport Equipment Manufacturing,Dollars (millions),H02,Sales of goods not further processed,Financial performance,88,ANZSIC06 groups C231 and C239
2018,Level 4,Transport Equipment Manufacturing,Dollars (millions),H03,Sales of other goods and services,Financial performance,3641,ANZSIC06 groups C231 and C239
2018,Level 4,Transport Equipment Manufacturing,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,3,ANZSIC06 groups C231 and C239
2018,Level 4,Transport Equipment Manufacturing,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,1,ANZSIC06 groups C231 and C239
2018,Level 4,Transport Equipment Manufacturing,Dollars (millions),H07,Non-operating income,Financial performance,10,ANZSIC06 groups C231 and C239
2018,Level 4,Transport Equipment Manufacturing,Dollars (millions),H08,Total expenditure,Financial performance,3586,ANZSIC06 groups C231 and C239
2018,Level 4,Transport Equipment Manufacturing,Dollars (millions),H09,Interest and donations,Financial performance,13,ANZSIC06 groups C231 and C239
2018,Level 4,Transport Equipment Manufacturing,Dollars (millions),H10,Indirect taxes,Financial performance,7,ANZSIC06 groups C231 and C239
2018,Level 4,Transport Equipment Manufacturing,Dollars (millions),H11,Depreciation,Financial performance,59,ANZSIC06 groups C231 and C239
2018,Level 4,Transport Equipment Manufacturing,Dollars (millions),H12,Salaries and wages paid,Financial performance,873,ANZSIC06 groups C231 and C239
2018,Level 4,Transport Equipment Manufacturing,Dollars (millions),H13,Redundancy and severance,Financial performance,0,ANZSIC06 groups C231 and C239
2018,Level 4,Transport Equipment Manufacturing,Dollars (millions),H17,Purchases of goods bought for resale,Financial performance,69,ANZSIC06 groups C231 and C239
2018,Level 4,Transport Equipment Manufacturing,Dollars (millions),H18,Other Purchases and operating expenses,Financial performance,2548,ANZSIC06 groups C231 and C239
2018,Level 4,Transport Equipment Manufacturing,Dollars (millions),H20,Non-operating expenses,Financial performance,16,ANZSIC06 groups C231 and C239
2018,Level 4,Transport Equipment Manufacturing,Dollars (millions),H21,Opening stocks,Financial performance,559,ANZSIC06 groups C231 and C239
2018,Level 4,Transport Equipment Manufacturing,Dollars (millions),H22,Closing stocks,Financial performance,707,ANZSIC06 groups C231 and C239
2018,Level 4,Transport Equipment Manufacturing,Dollars (millions),H23,Surplus before income tax,Financial performance,306,ANZSIC06 groups C231 and C239
2018,Level 4,Transport Equipment Manufacturing,Dollars (millions),H24,Total assets,Financial position,2537,ANZSIC06 groups C231 and C239
2018,Level 4,Transport Equipment Manufacturing,Dollars (millions),H25,Current assets,Financial position,1692,ANZSIC06 groups C231 and C239
2018,Level 4,Transport Equipment Manufacturing,Dollars (millions),H26,Fixed tangible assets,Financial position,622,ANZSIC06 groups C231 and C239
2018,Level 4,Transport Equipment Manufacturing,Dollars (millions),H27,Additions to fixed assets,Financial position,103,ANZSIC06 groups C231 and C239
2018,Level 4,Transport Equipment Manufacturing,Dollars (millions),H28,Disposals of fixed assets,Financial position,35,ANZSIC06 groups C231 and C239
2018,Level 4,Transport Equipment Manufacturing,Dollars (millions),H29,Other assets,Financial position,223,ANZSIC06 groups C231 and C239
2018,Level 4,Transport Equipment Manufacturing,Dollars (millions),H30,Total equity and liabilities,Financial position,2537,ANZSIC06 groups C231 and C239
2018,Level 4,Transport Equipment Manufacturing,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,1173,ANZSIC06 groups C231 and C239
2018,Level 4,Transport Equipment Manufacturing,Dollars (millions),H32,Current liabilities,Financial position,946,ANZSIC06 groups C231 and C239
2018,Level 4,Transport Equipment Manufacturing,Dollars (millions),H33,Other liabilities,Financial position,418,ANZSIC06 groups C231 and C239
2018,Level 4,Transport Equipment Manufacturing,Dollars,H34,Total income per employee count,Financial ratios,294000,ANZSIC06 groups C231 and C239
2018,Level 4,Transport Equipment Manufacturing,Dollars,H35,Surplus per employee count,Financial ratios,24000,ANZSIC06 groups C231 and C239
2018,Level 4,Transport Equipment Manufacturing,Percentage,H36,Current ratio,Financial ratios,179,ANZSIC06 groups C231 and C239
2018,Level 4,Transport Equipment Manufacturing,Percentage,H37,Quick ratio,Financial ratios,104,ANZSIC06 groups C231 and C239
2018,Level 4,Transport Equipment Manufacturing,Percentage,H38,Margin on sales of goods for resale,Financial ratios,21,ANZSIC06 groups C231 and C239
2018,Level 4,Transport Equipment Manufacturing,Percentage,H39,Return on equity,Financial ratios,26,ANZSIC06 groups C231 and C239
2018,Level 4,Transport Equipment Manufacturing,Percentage,H40,Return on total assets,Financial ratios,12,ANZSIC06 groups C231 and C239
2018,Level 4,Transport Equipment Manufacturing,Percentage,H41,Liabilities structure,Financial ratios,46,ANZSIC06 groups C231 and C239
2018,Level 3,Machinery and Other Equipment Manufacturing,Dollars (millions),H01,Total income,Financial performance,8661,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2018,Level 3,Machinery and Other Equipment Manufacturing,Dollars (millions),H02,Sales of goods not further processed,Financial performance,853,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2018,Level 3,Machinery and Other Equipment Manufacturing,Dollars (millions),H03,Sales of other goods and services,Financial performance,7685,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2018,Level 3,Machinery and Other Equipment Manufacturing,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,40,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2018,Level 3,Machinery and Other Equipment Manufacturing,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,C,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2018,Level 3,Machinery and Other Equipment Manufacturing,Dollars (millions),H07,Non-operating income,Financial performance,C,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2018,Level 3,Machinery and Other Equipment Manufacturing,Dollars (millions),H08,Total expenditure,Financial performance,7867,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2018,Level 3,Machinery and Other Equipment Manufacturing,Dollars (millions),H09,Interest and donations,Financial performance,C,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2018,Level 3,Machinery and Other Equipment Manufacturing,Dollars (millions),H10,Indirect taxes,Financial performance,24,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2018,Level 3,Machinery and Other Equipment Manufacturing,Dollars (millions),H11,Depreciation,Financial performance,212,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2018,Level 3,Machinery and Other Equipment Manufacturing,Dollars (millions),H12,Salaries and wages paid,Financial performance,1981,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2018,Level 3,Machinery and Other Equipment Manufacturing,Dollars (millions),H13,Redundancy and severance,Financial performance,4,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2018,Level 3,Machinery and Other Equipment Manufacturing,Dollars (millions),H17,Purchases of goods bought for resale,Financial performance,576,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2018,Level 3,Machinery and Other Equipment Manufacturing,Dollars (millions),H18,Other Purchases and operating expenses,Financial performance,4945,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2018,Level 3,Machinery and Other Equipment Manufacturing,Dollars (millions),H20,Non-operating expenses,Financial performance,C,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2018,Level 3,Machinery and Other Equipment Manufacturing,Dollars (millions),H21,Opening stocks,Financial performance,947,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2018,Level 3,Machinery and Other Equipment Manufacturing,Dollars (millions),H22,Closing stocks,Financial performance,987,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2018,Level 3,Machinery and Other Equipment Manufacturing,Dollars (millions),H23,Surplus before income tax,Financial performance,834,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2018,Level 3,Machinery and Other Equipment Manufacturing,Dollars (millions),H24,Total assets,Financial position,7084,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2018,Level 3,Machinery and Other Equipment Manufacturing,Dollars (millions),H25,Current assets,Financial position,3928,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2018,Level 3,Machinery and Other Equipment Manufacturing,Dollars (millions),H26,Fixed tangible assets,Financial position,1169,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2018,Level 3,Machinery and Other Equipment Manufacturing,Dollars (millions),H27,Additions to fixed assets,Financial position,259,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2018,Level 3,Machinery and Other Equipment Manufacturing,Dollars (millions),H28,Disposals of fixed assets,Financial position,68,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2018,Level 3,Machinery and Other Equipment Manufacturing,Dollars (millions),H29,Other assets,Financial position,1987,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2018,Level 3,Machinery and Other Equipment Manufacturing,Dollars (millions),H30,Total equity and liabilities,Financial position,7084,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2018,Level 3,Machinery and Other Equipment Manufacturing,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,2908,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2018,Level 3,Machinery and Other Equipment Manufacturing,Dollars (millions),H32,Current liabilities,Financial position,2809,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2018,Level 3,Machinery and Other Equipment Manufacturing,Dollars (millions),H33,Other liabilities,Financial position,1367,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2018,Level 3,Machinery and Other Equipment Manufacturing,Dollars,H34,Total income per employee count,Financial ratios,310000,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2018,Level 3,Machinery and Other Equipment Manufacturing,Dollars,H35,Surplus per employee count,Financial ratios,29900,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2018,Level 3,Machinery and Other Equipment Manufacturing,Percentage,H36,Current ratio,Financial ratios,140,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2018,Level 3,Machinery and Other Equipment Manufacturing,Percentage,H37,Quick ratio,Financial ratios,105,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2018,Level 3,Machinery and Other Equipment Manufacturing,Percentage,H38,Margin on sales of goods for resale,Financial ratios,33,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2018,Level 3,Machinery and Other Equipment Manufacturing,Percentage,H39,Return on equity,Financial ratios,29,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2018,Level 3,Machinery and Other Equipment Manufacturing,Percentage,H40,Return on total assets,Financial ratios,12,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2018,Level 3,Machinery and Other Equipment Manufacturing,Percentage,H41,Liabilities structure,Financial ratios,41,"ANZSIC06 groups C241, C242, C243, C244, C245, C246, and C249"
2018,Level 4,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H01,Total income,Financial performance,4083,"ANZSIC06 groups C241, C242, C243, and C244"
2018,Level 4,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H02,Sales of goods not further processed,Financial performance,301,"ANZSIC06 groups C241, C242, C243, and C244"
2018,Level 4,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H03,Sales of other goods and services,Financial performance,3696,"ANZSIC06 groups C241, C242, C243, and C244"
2018,Level 4,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,26,"ANZSIC06 groups C241, C242, C243, and C244"
2018,Level 4,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,C,"ANZSIC06 groups C241, C242, C243, and C244"
2018,Level 4,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H07,Non-operating income,Financial performance,C,"ANZSIC06 groups C241, C242, C243, and C244"
2018,Level 4,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H08,Total expenditure,Financial performance,3665,"ANZSIC06 groups C241, C242, C243, and C244"
2018,Level 4,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H09,Interest and donations,Financial performance,C,"ANZSIC06 groups C241, C242, C243, and C244"
2018,Level 4,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H10,Indirect taxes,Financial performance,9,"ANZSIC06 groups C241, C242, C243, and C244"
2018,Level 4,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H11,Depreciation,Financial performance,119,"ANZSIC06 groups C241, C242, C243, and C244"
2018,Level 4,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H12,Salaries and wages paid,Financial performance,870,"ANZSIC06 groups C241, C242, C243, and C244"
2018,Level 4,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H13,Redundancy and severance,Financial performance,3,"ANZSIC06 groups C241, C242, C243, and C244"
2018,Level 4,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H17,Purchases of goods bought for resale,Financial performance,210,"ANZSIC06 groups C241, C242, C243, and C244"
2018,Level 4,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H18,Other Purchases and operating expenses,Financial performance,2400,"ANZSIC06 groups C241, C242, C243, and C244"
2018,Level 4,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H20,Non-operating expenses,Financial performance,C,"ANZSIC06 groups C241, C242, C243, and C244"
2018,Level 4,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H21,Opening stocks,Financial performance,440,"ANZSIC06 groups C241, C242, C243, and C244"
2018,Level 4,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H22,Closing stocks,Financial performance,466,"ANZSIC06 groups C241, C242, C243, and C244"
2018,Level 4,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H23,Surplus before income tax,Financial performance,443,"ANZSIC06 groups C241, C242, C243, and C244"
2018,Level 4,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H24,Total assets,Financial position,3950,"ANZSIC06 groups C241, C242, C243, and C244"
2018,Level 4,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H25,Current assets,Financial position,1846,"ANZSIC06 groups C241, C242, C243, and C244"
2018,Level 4,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H26,Fixed tangible assets,Financial position,502,"ANZSIC06 groups C241, C242, C243, and C244"
2018,Level 4,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H27,Additions to fixed assets,Financial position,113,"ANZSIC06 groups C241, C242, C243, and C244"
2018,Level 4,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H28,Disposals of fixed assets,Financial position,23,"ANZSIC06 groups C241, C242, C243, and C244"
2018,Level 4,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H29,Other assets,Financial position,1602,"ANZSIC06 groups C241, C242, C243, and C244"
2018,Level 4,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H30,Total equity and liabilities,Financial position,3950,"ANZSIC06 groups C241, C242, C243, and C244"
2018,Level 4,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,1600,"ANZSIC06 groups C241, C242, C243, and C244"
2018,Level 4,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H32,Current liabilities,Financial position,1530,"ANZSIC06 groups C241, C242, C243, and C244"
2018,Level 4,Electronic and Electrical Equipment Manufacturing,Dollars (millions),H33,Other liabilities,Financial position,820,"ANZSIC06 groups C241, C242, C243, and C244"
2018,Level 4,Electronic and Electrical Equipment Manufacturing,Dollars,H34,Total income per employee count,Financial ratios,343600,"ANZSIC06 groups C241, C242, C243, and C244"
2018,Level 4,Electronic and Electrical Equipment Manufacturing,Dollars,H35,Surplus per employee count,Financial ratios,37300,"ANZSIC06 groups C241, C242, C243, and C244"
2018,Level 4,Electronic and Electrical Equipment Manufacturing,Percentage,H36,Current ratio,Financial ratios,121,"ANZSIC06 groups C241, C242, C243, and C244"
2018,Level 4,Electronic and Electrical Equipment Manufacturing,Percentage,H37,Quick ratio,Financial ratios,90,"ANZSIC06 groups C241, C242, C243, and C244"
2018,Level 4,Electronic and Electrical Equipment Manufacturing,Percentage,H38,Margin on sales of goods for resale,Financial ratios,30,"ANZSIC06 groups C241, C242, C243, and C244"
2018,Level 4,Electronic and Electrical Equipment Manufacturing,Percentage,H39,Return on equity,Financial ratios,28,"ANZSIC06 groups C241, C242, C243, and C244"
2018,Level 4,Electronic and Electrical Equipment Manufacturing,Percentage,H40,Return on total assets,Financial ratios,11,"ANZSIC06 groups C241, C242, C243, and C244"
2018,Level 4,Electronic and Electrical Equipment Manufacturing,Percentage,H41,Liabilities structure,Financial ratios,41,"ANZSIC06 groups C241, C242, C243, and C244"
2018,Level 4,Machinery Manufacturing,Dollars (millions),H01,Total income,Financial performance,4579,"ANZSIC06 groups C245, C246, and C249"
2018,Level 4,Machinery Manufacturing,Dollars (millions),H02,Sales of goods not further processed,Financial performance,552,"ANZSIC06 groups C245, C246, and C249"
2018,Level 4,Machinery Manufacturing,Dollars (millions),H03,Sales of other goods and services,Financial performance,3989,"ANZSIC06 groups C245, C246, and C249"
2018,Level 4,Machinery Manufacturing,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,14,"ANZSIC06 groups C245, C246, and C249"
2018,Level 4,Machinery Manufacturing,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,6,"ANZSIC06 groups C245, C246, and C249"
2018,Level 4,Machinery Manufacturing,Dollars (millions),H07,Non-operating income,Financial performance,18,"ANZSIC06 groups C245, C246, and C249"
2018,Level 4,Machinery Manufacturing,Dollars (millions),H08,Total expenditure,Financial performance,4203,"ANZSIC06 groups C245, C246, and C249"
2018,Level 4,Machinery Manufacturing,Dollars (millions),H09,Interest and donations,Financial performance,33,"ANZSIC06 groups C245, C246, and C249"
2018,Level 4,Machinery Manufacturing,Dollars (millions),H10,Indirect taxes,Financial performance,14,"ANZSIC06 groups C245, C246, and C249"
2018,Level 4,Machinery Manufacturing,Dollars (millions),H11,Depreciation,Financial performance,93,"ANZSIC06 groups C245, C246, and C249"
2018,Level 4,Machinery Manufacturing,Dollars (millions),H12,Salaries and wages paid,Financial performance,1111,"ANZSIC06 groups C245, C246, and C249"
2018,Level 4,Machinery Manufacturing,Dollars (millions),H13,Redundancy and severance,Financial performance,1,"ANZSIC06 groups C245, C246, and C249"
2018,Level 4,Machinery Manufacturing,Dollars (millions),H17,Purchases of goods bought for resale,Financial performance,366,"ANZSIC06 groups C245, C246, and C249"
2018,Level 4,Machinery Manufacturing,Dollars (millions),H18,Other Purchases and operating expenses,Financial performance,2545,"ANZSIC06 groups C245, C246, and C249"
2018,Level 4,Machinery Manufacturing,Dollars (millions),H20,Non-operating expenses,Financial performance,41,"ANZSIC06 groups C245, C246, and C249"
2018,Level 4,Machinery Manufacturing,Dollars (millions),H21,Opening stocks,Financial performance,507,"ANZSIC06 groups C245, C246, and C249"
2018,Level 4,Machinery Manufacturing,Dollars (millions),H22,Closing stocks,Financial performance,521,"ANZSIC06 groups C245, C246, and C249"
2018,Level 4,Machinery Manufacturing,Dollars (millions),H23,Surplus before income tax,Financial performance,391,"ANZSIC06 groups C245, C246, and C249"
2018,Level 4,Machinery Manufacturing,Dollars (millions),H24,Total assets,Financial position,3134,"ANZSIC06 groups C245, C246, and C249"
2018,Level 4,Machinery Manufacturing,Dollars (millions),H25,Current assets,Financial position,2082,"ANZSIC06 groups C245, C246, and C249"
2018,Level 4,Machinery Manufacturing,Dollars (millions),H26,Fixed tangible assets,Financial position,667,"ANZSIC06 groups C245, C246, and C249"
2018,Level 4,Machinery Manufacturing,Dollars (millions),H27,Additions to fixed assets,Financial position,147,"ANZSIC06 groups C245, C246, and C249"
2018,Level 4,Machinery Manufacturing,Dollars (millions),H28,Disposals of fixed assets,Financial position,45,"ANZSIC06 groups C245, C246, and C249"
2018,Level 4,Machinery Manufacturing,Dollars (millions),H29,Other assets,Financial position,385,"ANZSIC06 groups C245, C246, and C249"
2018,Level 4,Machinery Manufacturing,Dollars (millions),H30,Total equity and liabilities,Financial position,3134,"ANZSIC06 groups C245, C246, and C249"
2018,Level 4,Machinery Manufacturing,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,1308,"ANZSIC06 groups C245, C246, and C249"
2018,Level 4,Machinery Manufacturing,Dollars (millions),H32,Current liabilities,Financial position,1280,"ANZSIC06 groups C245, C246, and C249"
2018,Level 4,Machinery Manufacturing,Dollars (millions),H33,Other liabilities,Financial position,547,"ANZSIC06 groups C245, C246, and C249"
2018,Level 4,Machinery Manufacturing,Dollars,H34,Total income per employee count,Financial ratios,285100,"ANZSIC06 groups C245, C246, and C249"
2018,Level 4,Machinery Manufacturing,Dollars,H35,Surplus per employee count,Financial ratios,24300,"ANZSIC06 groups C245, C246, and C249"
2018,Level 4,Machinery Manufacturing,Percentage,H36,Current ratio,Financial ratios,163,"ANZSIC06 groups C245, C246, and C249"
2018,Level 4,Machinery Manufacturing,Percentage,H37,Quick ratio,Financial ratios,122,"ANZSIC06 groups C245, C246, and C249"
2018,Level 4,Machinery Manufacturing,Percentage,H38,Margin on sales of goods for resale,Financial ratios,34,"ANZSIC06 groups C245, C246, and C249"
2018,Level 4,Machinery Manufacturing,Percentage,H39,Return on equity,Financial ratios,30,"ANZSIC06 groups C245, C246, and C249"
2018,Level 4,Machinery Manufacturing,Percentage,H40,Return on total assets,Financial ratios,12,"ANZSIC06 groups C245, C246, and C249"
2018,Level 4,Machinery Manufacturing,Percentage,H41,Liabilities structure,Financial ratios,42,"ANZSIC06 groups C245, C246, and C249"
2018,Level 3,Furniture and Other Manufacturing,Dollars (millions),H01,Total income,Financial performance,1948,ANZSIC06 groups C251 and C259
2018,Level 3,Furniture and Other Manufacturing,Dollars (millions),H02,Sales of goods not further processed,Financial performance,159,ANZSIC06 groups C251 and C259
2018,Level 3,Furniture and Other Manufacturing,Dollars (millions),H03,Sales of other goods and services,Financial performance,1776,ANZSIC06 groups C251 and C259
2018,Level 3,Furniture and Other Manufacturing,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,3,ANZSIC06 groups C251 and C259
2018,Level 3,Furniture and Other Manufacturing,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,0,ANZSIC06 groups C251 and C259
2018,Level 3,Furniture and Other Manufacturing,Dollars (millions),H07,Non-operating income,Financial performance,11,ANZSIC06 groups C251 and C259
2018,Level 3,Furniture and Other Manufacturing,Dollars (millions),H08,Total expenditure,Financial performance,1780,ANZSIC06 groups C251 and C259
2018,Level 3,Furniture and Other Manufacturing,Dollars (millions),H09,Interest and donations,Financial performance,18,ANZSIC06 groups C251 and C259
2018,Level 3,Furniture and Other Manufacturing,Dollars (millions),H10,Indirect taxes,Financial performance,7,ANZSIC06 groups C251 and C259
2018,Level 3,Furniture and Other Manufacturing,Dollars (millions),H11,Depreciation,Financial performance,40,ANZSIC06 groups C251 and C259
2018,Level 3,Furniture and Other Manufacturing,Dollars (millions),H12,Salaries and wages paid,Financial performance,491,ANZSIC06 groups C251 and C259
2018,Level 3,Furniture and Other Manufacturing,Dollars (millions),H13,Redundancy and severance,Financial performance,0,ANZSIC06 groups C251 and C259
2018,Level 3,Furniture and Other Manufacturing,Dollars (millions),H17,Purchases of goods bought for resale,Financial performance,109,ANZSIC06 groups C251 and C259
2018,Level 3,Furniture and Other Manufacturing,Dollars (millions),H18,Other Purchases and operating expenses,Financial performance,1099,ANZSIC06 groups C251 and C259
2018,Level 3,Furniture and Other Manufacturing,Dollars (millions),H20,Non-operating expenses,Financial performance,16,ANZSIC06 groups C251 and C259
2018,Level 3,Furniture and Other Manufacturing,Dollars (millions),H21,Opening stocks,Financial performance,223,ANZSIC06 groups C251 and C259
2018,Level 3,Furniture and Other Manufacturing,Dollars (millions),H22,Closing stocks,Financial performance,236,ANZSIC06 groups C251 and C259
2018,Level 3,Furniture and Other Manufacturing,Dollars (millions),H23,Surplus before income tax,Financial performance,181,ANZSIC06 groups C251 and C259
2018,Level 3,Furniture and Other Manufacturing,Dollars (millions),H24,Total assets,Financial position,1217,ANZSIC06 groups C251 and C259
2018,Level 3,Furniture and Other Manufacturing,Dollars (millions),H25,Current assets,Financial position,713,ANZSIC06 groups C251 and C259
2018,Level 3,Furniture and Other Manufacturing,Dollars (millions),H26,Fixed tangible assets,Financial position,311,ANZSIC06 groups C251 and C259
2018,Level 3,Furniture and Other Manufacturing,Dollars (millions),H27,Additions to fixed assets,Financial position,80,ANZSIC06 groups C251 and C259
2018,Level 3,Furniture and Other Manufacturing,Dollars (millions),H28,Disposals of fixed assets,Financial position,36,ANZSIC06 groups C251 and C259
2018,Level 3,Furniture and Other Manufacturing,Dollars (millions),H29,Other assets,Financial position,194,ANZSIC06 groups C251 and C259
2018,Level 3,Furniture and Other Manufacturing,Dollars (millions),H30,Total equity and liabilities,Financial position,1217,ANZSIC06 groups C251 and C259
2018,Level 3,Furniture and Other Manufacturing,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,460,ANZSIC06 groups C251 and C259
2018,Level 3,Furniture and Other Manufacturing,Dollars (millions),H32,Current liabilities,Financial position,507,ANZSIC06 groups C251 and C259
2018,Level 3,Furniture and Other Manufacturing,Dollars (millions),H33,Other liabilities,Financial position,251,ANZSIC06 groups C251 and C259
2018,Level 3,Furniture and Other Manufacturing,Dollars,H34,Total income per employee count,Financial ratios,220700,ANZSIC06 groups C251 and C259
2018,Level 3,Furniture and Other Manufacturing,Dollars,H35,Surplus per employee count,Financial ratios,20500,ANZSIC06 groups C251 and C259
2018,Level 3,Furniture and Other Manufacturing,Percentage,H36,Current ratio,Financial ratios,141,ANZSIC06 groups C251 and C259
2018,Level 3,Furniture and Other Manufacturing,Percentage,H37,Quick ratio,Financial ratios,94,ANZSIC06 groups C251 and C259
2018,Level 3,Furniture and Other Manufacturing,Percentage,H38,Margin on sales of goods for resale,Financial ratios,31,ANZSIC06 groups C251 and C259
